Regulatory Compliance Code,Regulatory Compliance Version,Family Control Code,Family Control Name,Family Control Description,Objective Code ,Objective Name,"Objective Description 
",Control Code ,Control Name ,Control Description,Implementation Specification,Required for Certification Indicator,Compliance Level,Control Type,Control Topics
HITRUST,2016V8.0,11,Information Security Incident Management,To ensure information security events and weaknesses associated with information systems are handled in a manner allowing timely corrective action to be taken.,11.02,Management of Information Security Incidents and Improvements,To ensure a consistent and effective approach to the management of information security incidents.,11.d ,Learning from Information Security Incidents,"There shall be mechanisms in place to enable the types, volumes, and costs of information security incidents to be quantified and monitored.","The information gained from the evaluation of information security incidents shall be used to identify recurring or high impact incidents.
Mechanisms shall be put in place to monitor and quantify the types, volumes, and costs of information security incidents.

The organization shall:

1. implement an incident handling capability for security incidents that includes detection and analysis, containment, eradication, and recovery (including public relations and reputation management);
2. coordinate incident handling activities with contingency planning activities; and
3. incorporate lessons learned from ongoing incident handling activities and industry developments into incident response procedures, training and testing exercises, and implements the resulting changes accordingly.

Components shall include:

1. policy (setting corporate direction) and procedures defining roles and responsibilities;
2. incident handling procedures (business and technical);
3. communication;
4. reporting and retention; and
5. references to vulnerability management program that includes network tools for IPS, IDS, forensics, vulnerability assessments and validation.
",N,,"
Organizational",Awareness and Training; Incident Response; IT Organization and Management Roles and Responsibilities
HITRUST,2016V8.0,11,Information Security Incident Management,To ensure information security events and weaknesses associated with information systems are handled in a manner allowing timely corrective action to be taken.,11.02,Management of Information Security Incidents and Improvements,To ensure a consistent and effective approach to the management of information security incidents.,11.e ,Collection of Evidence,"Where a follow-up action against a person or organization after an information security incident involves legal action {either civil or criminal), evidence shall be collected, retained, and presented in support of potential legal action in accordance with the rules for evidence in the relevant jurisdiction(s).","The organization shall collect, retain, and present evidence to support legal action
(either civil or criminal). The evidence that is collected, retained, and presented shall be done in accordance with the laws of the relevant jurisdiction(s).

Internal procedures shall be developed, documented and followed when collecting and presenting evidence for the purposes of disciplinary action handled within an organization.

To achieve admissibility of the evidence, the organization shall ensure that their information systems comply with any published standard or code of practice for the production of admissible evidence. The weight of evidence provided shall comply with any applicable requirements.

To achieve weight of evidence, the quality and completeness of the controls used to correctly and consistently protect the evidence (i.e. process control evidence) throughout the period that the evidence to be recovered was stored and processed shall be demonstrated by a strong evidence trailestablished with the following conditions:

1. for paper documents: the original is kept securely with a record of the individual who found the document, where the document was found, when the document was found and who witnessed the discovery; any investigation shall ensure that originals are not tampered with.
2. for information on computer media: mirror images or copies (depending on applicable requirements) of any removable media, information on hard disks or in memory shall be taken to ensure availability; the log of all actions during the copying process shall be kept and the process shall be witnessed; the original media and the log {if this is not possible, at least one mirror image or copy) shall be kept securely and untouched.

Any forensics work shall only be performed on copies of the evidential material. The integrity of all evidential material shall be protected. Copying of evidential material shall be supervised by trustworthy personnel and information on when and where the copying process was executed, who performed the copying activities and which tools and programs have been utilized shall be logged.

Organizations shall incorporate appropriate forensic handling procedures. Forensics can be outsourced or handled in-house. Any type of forensics shall require training, staff and processes for maintaining a proper chain of evidence.

Upon notification, customers and/or other external business partners impacted by a security breach shall be given the opportunity to participate as is legally permissible in the forensic investigation.

",N,,"
Organizational",Documentation and Records; Incident Response; Requirements (Legal and Contractual); Services and Acquisitions
HITRUST,2016V8.0,12,Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely resumption.,12.01, Information Security Aspects of Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely  resumption.,12.a, Including Information Security in the Business Continuity Management Process,"A managed program and process shall be developed and maintained for business continuity throughout the organization that addresses the information security requirements needed for the organization's business continuity.
","The program and process shall bring together the following key elements of business continuity management:
1.  identifying all the assets involved in critical business processes;
2. considering the purchase of suitable insurance which may form part of the overall business continuity process, as well as being part of operational risk management;
3. ensuring the safety of personnel and the protection of information assets and organizational property; and
4. formulating and documenting business continuity plans addressing information security requirements in line with the agreed business continuity strategy (see 12.c).

The program and process shall bring together the following key elements of business continuity management:

1. identifying critical information system assets supporting organizational missions and functions;
2. understanding the risk(s) the organization is facing in terms of likelihood and impact in time, including an identification and prioritization of critical business processes;
3. understanding the impact which interruptions caused by information security incidents are likely to have on the business (it is important that solutions are found that will handle incidents causing smaller impact, as well as serious incidents that could threaten the viability of the organization), and establishing the business objectives of information assets;
4. implementing additional preventive detective controls for the critical assets identified to mitigate risks to the greatest extent possible;
5. identifying financial, organizational, technical, and environmental resources to address the identified information security requirements;
6. testing and updating, at a minimum, a section of the plans and processes put in place at least annually;
7. ensuring that the management of business continuity is incorporated in the organization's processes and structure; and
8. assigning responsibility for the business continuity management process at an appropriate level within the organization.
",N,,"
Organizational",Contingency Planning; Documentation and Records; IT Organization and Management Roles and Responsibilities; Media and Assets; Personnel; Risk Management and Assessments
HITRUST,2016V8.0,12,Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely resumption.,12.01, Information Security Aspects of Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely  resumption.,12.b ,Business Continuity and Risk Assessment,"Events that can cause interruptions to business processes shall be identified, along with the probability and impact of such interruptions and their consequences for information security.","This process shall identify the critical business processes. Information security aspects of business continuity shall be based on identifying events (or sequence of events) that can cause interruptions to the organizations critical business
processes (e.g., equipment failure, human errors, theft, fire, natural disasters and acts of terrorism). This shall be followed by a risk assessment to determine the
probability and impact of such interruptions, in terms of time, damage scale and recovery period. Based on the results of the risk assessment, a business continuity strategy shall be developed to identify the overall approach to business
continuity. Once this strategy has been created, endorsement shall be provided by management, and a plan created and endorsed to implement this strategy.

This process shall identify the critical business processes and integrate the information security management requirements of business continuity with other continuity requirements relating to such aspects as operations, staffing, materials, transport and facilities. The consequences of disasters, security failures, loss of service, and service availability shall be subject to a business impact analysis.

Business continuity risk assessments shall be carried out annually with full
involvement from owners of business resources and processes. This assessment shall consider all business processes and shall not be limited to the information assets, but shall include the results specific to information security. It is important to link the different risk aspects together, to obtain a complete picture of the business continuity requirements of the organization. The assessment shall identify, quantify, and prioritize risks against key business objectives and criteria
relevant to the organization  including critical resources  impacts of disruptions allowable outage times, and recovery priorities.
",N,,"
Organizational",Contingency Planning; IT Organization and Management Roles and Responsibilities; Risk Management and Assessments
HITRUST,2016V8.0,12,Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely resumption.,12.01, Information Security Aspects of Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely  resumption.,12.c ,Developing and Implementing Continuity Plans Including Information Security,"Plans shall be developed and implemented to maintain or restore operations and ensure availability of information at the required level and in the required time scales following interruption to, or failure of, critical business processes.
","A formal, documented contingency planning policy (addressing purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities. and compliance)· and formal documented procedures <to facilitate the implementation of the contingency planning policy and associated contingency planning controls) shall be developed, disseminated, and reviewed annually.

The business continuity planning process shall include the following:

1. implementation of the procedures to allow recovery and restoration of business operations and availability of information in required time-scales;
2. particular attention shall be given to the assessment of internal and
external business dependencies and the contracts in place;
3. documentation of agreed procedures and processes; and
4. testing and updating of at least a section of the plans.
The planning process shall focus on the required business objectives (e.g., restoring of specific communication services to customers in an acceptable amount of time). The procedures for obtaining necessary electronic covered information during an emergency shall be defined. The services and resources facilitating this shall be identified, including staffing, non-information processing resources, as well as fallback arrangements for information processing facilities. Such fallback arrangements may include arrangements with third parties in the
form of reciprocal agreements, or commercial subscription services. The organization shall coordinate contingency planning activities with incident handling activities. Developed business continuity plans shall:
1. identify essential missions and business functions and associated contingency requirements;
2. provide recovery objectives, restoration priorities, and metrics;
3. address contingency roles, responsibilities, assigned individuals with contact information;
4. address maintaining essential missions and business functions despite an information system disruption, compromise, or failure;
5. address eventual, full information system restoration without deterioration of the security measures originally planned and implemented;
6. be reviewed and approved by designated officials within the organization; and
7. be protected from unauthorized disclosure and modification.

Continuity and recovery plans shall be developed and documented to deal with system interruptions and failures caused by malicious code. Business continuity plans shall include recovering from malicious code attacks, including all necessary data and software back-up and recovery arrangements.

Copies of the business continuity plans shall be distributed to the Information System Security Officer, System Owner, Contingency Plan Coordinator, System Administrator, and Database Administrator (or the organization's functional equivalents).

If alternative temporary locations are used, the level of implemented security controls at these locations shall have logical and physical access controls that are equivalent to the primary site, consistent with the HITRUST CSF.

The information system implements transaction recovery for systems that are transaction-based.

The business continuity planning process shall include the following:

1.   identification and agreement of all responsibilities and business continuity procedures;
2. identification of the acceptable loss of information and services;
3. operational procedures to follow pending completion of response, recovery and restoration including:
i. alternative storage and processing site possibilities; and
ii. emergency power and back-up telecommunications to the primary site.
4. appropriate education of staff in the agreed procedures and processes, including crisis management.

Business continuity plans shall address organizational vulnerabilities and therefore may contain covered information that needs to be appropriately
protected. Copies of business continuity plans shall be stored in a remote location, at a sufficient distance to escape any damage from a disaster at the main site.
Management shall ensure copies of the business continuity plans are up-to-date and protected with the same level of physical and logical security as applied at the main site. Other material necessary to execute the continuity plans shall also be stored at the remote location.

The organization shall identify alternative temporary locations for processing, and the necessary third party service agreements shall be established to allow for the transfer and resumption of information systems operations of critical business functions within a time-period (e.g., priority of service provisions) as defined by a risk assessment (see 12.b). The organization shall identify potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster and outlines explicit mitigation actions. The alternate location shall be at a sufficient distance to escape any damage from a disaster at the main site.

The type of configuration for the alternate site shall be defined by the risk assessment (see 12.b). Acceptable solutions include:

1. cold sites - a facility with adequate space and infrastructure to support the system;
2. warm sites - partially equipped office spaces that contain some or all of the system hardware, software, telecommunications and power sources;
3. hot sites - office spaces configured with all of the necessary system hardware, supporting infrastructure and personnel; and/or
4. mobile sites - self-contained, transportable shells custom-fitted with IT and telecommunications equipment necessary to meet the system requirements.

The organization shall identify potential accessibility problems to the alternate processing site in the event of an area-wide disruption or disaster and outline explicit mitigation actions. The organization develops alternate processing site agreements that contain Priority-of-Service provisions in accordance with the organizations availability requirements, including recovery time objectives (RTOs). The organization shall ensure that the alternate processing site provides information security measures equivalent to that of the primary site.

The organization establishes alternate telecommunications services including necessary agreements to permit the resumption of information system operations for essential missions and business functions within business defined time period when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites.

The organization:

1. Develops primary and alternate telecommunications service agreements that contain priority-of-service provisions in accordance with organizational availability requirements (including recovery time objectives); and
2. Requests Telecommunications Service Priority for all telecommunications services used for national security emergency preparedness in the event
that the primary and/or alternate telecommunications services are provided by a common carrier.

The organization shall provide for the recovery and reconstitution of the information system to a known state after a disruption, compromise, or failure. Recovery of the information system after a failure or other contingency shall be done in a trusted, secure, and verifiable manner.

Secure information system recovery and reconstitution shall include, but is not limited  to:
1.  reset all system parameters (either default or organization-established),
2.  reinstall patches,
3.  reestablish configuration settings,
4.  reinstall application and system software, and
5.  fully test the system.


",Y,,"
Organizational",Awareness and Training; Contingency Planning; Documentation and Records; Physical and Facility Security; Policies and Procedures
HITRUST,2016V8.0,12,Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely resumption.,12.01, Information Security Aspects of Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely  resumption.,12.d ,Business Continuity Planning Framework,"A single framework of business continuity plans shall be maintained to ensure all plans are consistent, to consistently address information security requirements, and to identify priorities for testing and maintenance.","The organization shall create at a minimum one business continuity plan. The business continuity plan shall describe the approach for continuity, ensuring at a minimum the approach to maintain information or information asset availability and security. The plan shall also specify the escalation plan and the conditions for its activation, as well as the individuals responsible for executing each component of the plan. When new requirements are identified, any existing emergency procedures (e.g., evacuation plans or fallback arrangements) shall be amended as appropriate.

The plan shall have a specific owner. Emergency procedures, manual ""fallback"" procedures, and resumption plans shall be within the responsibility of the owner of the business resources or processes involved. Fallback arrangements for alternative technical services, such as information processing and
communications facilities, shall usually be the responsibility of the service providers.

The business continuity planning framework shall address the identified information security requirements, including the following:

1. the conditions for activating the plans which describe the process to be followed (e.g., how to assess the situation, who is to be involved) before each plan is activated;
2. emergency procedures which describe the actions to be taken following an incident that jeopardizes business operations;
3. fallback procedures which describe the actions to be taken to move essential business activities or support services to alternative temporary locations, and to bring business processes back into operation in the required time-scales;
4. resumption procedures which describe the actions to be taken to return to normal business operations;
5. a maintenance schedule which specifies how and when the plan will be tested, and the process for maintaining the plan;
6. awareness, education, and training activities which are designed to create understanding of the business continuity processes and ensure that the processes continue to be effective; and
7. the critical assets and resources needed to be able to perform the
emergency, fallback and resumption procedures.

Each business unit shall create at a minimum one business continuity plan.

Procedures shall be included within the organization's change management program to ensure that business continuity matters are always addressed and timely as part of the change management process.

A business continuity planning framework shall address the identified information security requirements and the following:
1. temporary operational procedures to follow pending completion of recovery and restoration; and
2. the responsibilities of the individuals, describing who is responsible for executing which component of the plan. Alternatives should be nominated as required.
",N,,"
Organizational",Contingency Planning; IT Organization and Management Roles and Responsibilities; Maintenance; Policies and Procedures; Services and Acquisitions
HITRUST,2016V8.0,12,Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely resumption.,12.01, Information Security Aspects of Business Continuity Management,To ensure that strategies and plans are in place to counteract interruptions to business activities and to protect critical business processes from the effects of major failures of information systems or disasters and to ensure their timely  resumption.,12.e ,"Testing, Maintaining and ReAssessing Business Continuity Plans","Business continuity plans shall be tested and updated regularly, at a minimum annually, to ensure that they are up to date and effective.","Business continuity plan tests shall ensure that all members of the recovery team and other relevant staff are aware of the plans and their responsibility for business continuity and information security and know their role when a plan is invoked.
The test schedule for business continuity plan(s) shall indicate how and when each element of the plan is tested. These techniques shall be applied on a 'programmatic' basis such that the tests build upon one another, and in a way that
is relevant to the specific response and recovery plan. The results of tests shall be recorded and actions taken to improve the plans, where necessary.  Updates will also consider lessons learned from implementation of the business continuity plan(s).   Responsibility shall be assigned for regular reviews of at least a part of the business continuity plan at a minimum, annually. The identification of changes in business arrangements not yet reflected in the business continuity plan shall be followed by an update of the plan.   Changes where updating of business continuity plans shall be made are acquisition of new equipment, upgrading of systems, and changes in {i) personnel; {ii) location, facilities, and resources; {iii) legislation; {iv) processes, or new or withdrawn ones; and {v) risk {operational and financial).

Business continuity plan tests shall ensure that all members of the recovery team
and other relevant staff are aware of the plans and their responsibility for business continuity and information security and know their role when a plan is invoked.

The test schedule for business continuity plan(s) shall indicate how and when each element of the plan is tested. These techniques shall be applied on a 'programmatic' basis such that the tests build upon one another, and in a way that
is relevant to the specific response and recovery plan. The results of tests shall be
recorded and actions taken to improve the plans, where necessary. Updates will also consider lessons learned from implementation of the business continuity plan(s).

Responsibility shall be assigned for regular reviews of at least a part of the business continuity plan at a minimum, annually. The identification of changes in business arrangements not yet reflected in the business continuity plan shall be followed by an update of the plan.

Changes where updating of business continuity plans shall be made are acquisition of new equipment, upgrading of systems and changes in:
1. personnel;
2. location, facilities, and resources;
3. legislation;
4. processes, or new or withdrawn ones;
5. risk (operational and financial).
",N,,"
Organizational",Awareness and Training; Contingency Planning; IT Organization and Management Roles and Responsibilities; Personnel
HITRUST,2016V8.0,13,Privacy Practices,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable health information.",13.01,Openness and Transparency,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable  health  information.",13.a ,Notice of Privacy Practices,"Individuals have a right to adequate notice of the uses and disclosures of protected health information that may be made by the covered entity, and of the individual's rights and the entity's legal duties with respect to protected health information.","The covered entity uses and discloses PHI in a manner consistent with its privacy notice.

The covered entity provides individuals with an appropriate notice of the potential uses and disclosures of their PHI that contains required elements (e.g., header, descriptions of uses with at least one example, requirements for authorization).

The covered entity must provide appropriate notice, in the manner and timeframe required (via mail, email, website posting) by federal and state law.

If the covered entity provides a health plan, the covered entity provides notice or notices relevant to the individual(other than an inmate) no later than the compliance date or upon enrollment thereafter, within 60 days of a material revision, and no less than every three years.
A covered entity may provide the notice of privacy practices to an individual by e­ mail, if the individual agrees to electronic notice and such agreement has not been withdrawn.

When statutory language is written broadly and thus subject to interpretation, organizations shall ensure, in consultation with the Senior Agency Official for Privacy (SAOP)/Chief Privacy Officer (CPO) and legal counsel, that there is a close link between the general authorization and any specific collection of personally identifiable information (Pll). Once the specific purposes have been identified, the purposes are clearly described in the related privacy compliance documentation, including but not limited to Privacy Impact Assessments (PIAs), System of Records Notices (SORNs), and Privacy Act Statements provided at the time of collection (e.g.on forms organizations use to collect Pll).

The organization provides real-time and/or layered notice when it collects Pll. The organization:
1.   publishes System of Records Notices (SORNs) in the Federal Register subject to required oversight processes, for systems containing Pll;
2.   keeps SORNs current; and
3.  includes Privacy Act Statements on its forms that collect Pll, or on separate forms that can be retained by individuals, to provide additional formal notice to individuals from whom the information is being collected.

The organization publishes SORNs on its public website.


",N,,"
Organizational","
"
HITRUST,2016V8.0,13,Privacy Practices,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable health information.",13.01,Openness and Transparency,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable  health  information.",13.b ,Rights to Protection and Confidentiality,Individuals shall have the right to request restriction of uses and disclosures of their protected health information.,"A covered entity must permit an individual, or their legally-authorized representative, to request that the covered entity restrict uses or disclosures of the
individuals PHI to carry out treatment, payment, or health care operations. A covered entity is not required to agree to a restriction.

A covered entity that agrees to a restriction on use or disclosure must document the restriction in accordance with HIPAA § 164.530U).

The business associate, and its subcontractors, must agree to the same restrictions and conditions that apply to the covered entity with respect to such information.

The covered entity agrees to- and complies with-, requests by individuals for restrictions on disclosure of PHI to a health plan for a health care item or service for which someone other than the health plan pays in full.

The covered entity terminates agreements to restrictions if the individual agrees to or requests the termination in writing, an oral agreement is documented, or the covered entity informs the individual, and termination is effective only for PHI created or received thereafter.

The covered entity provides for individual complaints concerning the covered entity's privacy policies and procedures or its compliance with such policies and procedures.

The covered entity ensures that individuals who exercise any of their lawful rights, including the filing of a complaint, are not subject to intimidation, threats, discrimination, or any other retaliatory action.

Organizational complaint management processes include tracking mechanisms to ensure that all complaints received are reviewed and appropriately addressed within a reasonable timeframe, which is explicitly defined by the organization.",N,,"
Organizational","
"
HITRUST,2016V8.0,13,Privacy Practices,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable health information.",13.01,Openness and Transparency,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable  health  information.",13.c,Authorization Required,"Valid authorizations for the use or disclosure of protected health information shall be obtained, and such use or disclosure shall be consistent with such authorization.","The covered entity does not use or disclose PHI without a valid authorization, when such authorization is required.

A valid authorization is required for the use or disclosure of psychotherapy notes or for marketing purposes.

When authorization is required, the covered entity ensures the authorizations are valid by including required core elements (reference 45 CFR 164.508(c)), and the covered entity shall allow an individual to revoke such authorization in writing at any time.

The covered entity shall not create compound authorizations, except when combining authorizations for the same research study, with an authorization for the creation or maintenance of a research database or repository, or with a consent to participate in research. However, a covered entity may combine authorizations specifically for the use or disclosure of psychotherapy notes.

When combining any of the above authorizations, the covered entity must ensure there is no condition on the provision of treatment, payment, enrollment in a health plan, or eligibility for benefits on the provision of an authorization except as
allowed for research, underwriting and risk determinations, or disclosure of PHI to a third party, but in no case for the use of psychotherapy notes.

Organizational complaint management processes include tracking mechanisms to ensure that all complaints received are reviewed and appropriately addressed within a reasonable timeframe, which is explicitly defined by the organization.",N,,"
Organizational","
"
HITRUST,2016V8.0,13,Privacy Practices,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable health information.",13.01,Openness and Transparency,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable  health  information.",13.d ,Opportunity Required,Individuals shall be informed in advance of the use or disclosure of protected health information and shall have the opportunity to agree to or prohibit or restrict the use or disclosure when required.,"The covered entity informs individuals in advance of an allowed use or disclosure and provides an opportunity to agree to or prohibit or restrict the use or disclosure, either orally or in writing.

If an individual does not object, the covered entity limits the PHI contained in a directory of individuals at its facility to the individual's name, location, general condition and religious affiliation and only uses or discloses such information for directory purposes to members of the clergy or, except for religious affiliation, to other persons who ask for the individual by name.

The covered entity informs individuals of the PHI it may include in a directory, and to whom it may disclose such information, and provide the individual an opportunity to restrict or prohibit some or all of the disclosures.

The covered entity provides directory information for allowed uses, only in cases where the individual has not objected to such use, or when the opportunity to object cannot be practicably provided because of incapacity or an emergency treatment circumstance.

If the covered entity discloses PHI to a family member, or other relative, or a close personal friend of the individual, or any other person identified by the individual, or to assist and locate such a person, the disclosure is limited to that PHI directly relevant to the person's involvement with the individual's care or payment related to such care, or otherwise limited to the requirements for limited uses and disclosures when the individual is not present, for disaster relieve purposes, or for a deceased individual.

If an individual is present, or has the authority, the covered entity obtains the individual's consent or authorization, provides the individual an opportunity to object, or reasonably infers from the circumstances that the individual does not object to disclosure of PHI.

When an individual is not present or the opportunity to agree or object to the use or disclosure cannot practicably be provided because of incapacity or emergency, the covered entity ensures that it only allows uses or provides disclosures of PHI to a person that is directly relevant to that person's involvement with the individual's health care.

The covered entity limits disclosure of PHI to a public or private entity authorized by law or by its charter, to assist in disaster relief efforts or emergency response.

If the individual is deceased, a covered entity only discloses to a family member, or other persons identified in this control (13.d) who were involved in the individual's care or payment for health care prior to the individual's death, PHI of the individual that is relevant to such person's involvement, unless doing so is inconsistent with any known prior expressed preferences.

",N,,"
Organizational","
"
HITRUST,2016V8.0,13,Privacy Practices,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable health information.",13.01,Openness and Transparency,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable  health  information.",13.e ,Authorization or Opportunity Not Required,Protected health information may only be used or disclosed without written authorization of the individual or the opportunity for the individual to agree or object only when such use or disclosure is authorized by applicable laws or regulations.,"The covered entity limits the use or disclosure of PHI to the extent that such use or disclosure is authorized by law.

The covered entity complies with the regulatory criteria for permitted uses and disclosures of PHI for public health activities for purposes including preventing or controlling disease; reporting incidents of child abuse or neglect; relating to the jurisdiction of the Food and Drug Administration; intervention or investigation of communicable diseases; work-related illness or injury; or to disclose proof of immunization.

The covered entity discloses PHI about an individual whom the entity reasonably believes to be a victim of abuse, neglect, or domestic violence to government authorities authorized by law to receive such reports only to the extent necessary and required by law, and notifies the individual when required by law.

The covered entity discloses PHI to a health oversight agency only for those oversight activities authorized by law.

The covered entity ensures that satisfactory assurances are obtained before providing the appropriate disclosures of PHI pursuant to court orders, subpoenas, or discovery requests for judicial and administrative proceedings

The covered entity only discloses PHI to law enforcement for valid law enforcement purposes when specifically defined criteria are met.

The covered entity discloses PHI to law enforcement for identification and location purposes subject to specifically defined criteria, including whether or not notice or consent is provided.

The covered entity discloses PHI related to victims of a crime to law enforcement subject to specifically defined criteria.

The covered entitv discloses PHI related to an individual who has died to law enforcement if the covered entity has a suspicion that such death may have resulted from criminal conduct.

The covered entity discloses PHI related to a crime on premises or in an emergency to law enforcement if the covered entity believes in good faith criminal conduct occurred on the premises.

The covered entity limits disclosure of PHI to a coroner or medical examiner-or a covered entity acting in the capacity of a coroner or medical examiner-to that required to identify a deceased person, determine a cause of death, or other duties as authorized by law.

The covered entity limits disclosure of PHI to funeral directors, consistent with applicable law, to the minimum necessary to carry out their duties with respect to the decedent.

The covered entity limits use(s) or disclosure(s) of PHI to legitimate organ procurement organizations for the purpose of facilitating organ, eye or tissue donation and transplantation.

The covered entity uses or discloses PHI for research only if approved by a valid IRB or privacy board and receives appropriate representations from the research regarding the appropriate uses and disclosures necessary for research purposes.

Documentation for a use or disclosure permitted for research based on approval of an alteration or waiver shall contain a signed, dated statement from the IRB or privacy board that confirms the necessary conditions for use or disclosure.

A covered entity may, consistent with applicable law and standards of ethical conduct, use or disclose PHI to the extent allowed if the covered entity, in good faith, believes the use or disclosure is reasonable or necessary for safety or law enforcement.

The covered entity uses or discloses the PHI of Armed Forces personnel for activities deemed necessary by appropriate military command authorities only if the authority has published notice in the Federal Register, with appropriate military command authorities, and the purposes for which the PHI may be used or disclosed are identified.

The covered entity discloses PHI to authorized federal officials for the conduct of lawful intelligence, counter-intelligence, and other national security activities.

The covered entity discloses PHI to authorized Federal officials for the provision of protective services to the President or other authorized officials or for the conduct of authorized investigations.

A covered entity that is a component of the Department of State uses PHI only to make determinations regarding the medical suitability of an individual to officials in the Department of State who need access to such information for required
security clearance, to determine worldwide availability or availability for mandatory
service abroad, or for a family to accompany a Foreign Service member abroad.

The covered entity uses or discloses PHI of an inmate to a law enforcement
official having lawful custody of the inmate if the correctional institution or such law enforcement official represents such PHI is necessary.

The covered entity only discloses PHI as authorized and to the extent necessary to comply with laws relating to workers' compensation or similar programs.
",N,,"
Organizational","
"
HITRUST,2016V8.0,13,Privacy Practices,"To ensure openness and transparency about policies, procedures, and technologies that directly affect individuals and/or their individually identifiable health information.",13.02,Individual Choice and Participation,"To ensure individuals are provided a reasonable opportunity and capability to make informed decisions about the collection, use and disclosure of their individually identifiable health information.",13.f ,Access to Individual Information,"Individuals have a right of access to inspect and obtain a copy of limited protected health information about themselves contained in a Designated Record Set for as long as that information is maintained
","With limited exceptions, the covered entity provides individuals the right of access to review and obtain a copy of certain PHI contained in a Designated Record Set for as long as that record set is maintained, and provides such access in a timely manner (30 days with no more than one 30 day extension), for no more than a reasonable, cost-based fee (if any), or, if the covered entity does not maintain the PHI but knows where it's located, the covered entity informs the individual where to direct the request.

The covered entity provides the individual access to the PHI in the designated record set in a written or electronic form and format requested by the individual or otherwise agreed to by the covered entity and the individual. Summaries of the PHI requested are only provided in lieu of the designated record set if the individual agrees in advance to the summary and any fees imposed for providing such summary.

The covered entity only provides access to another person designated by the individual if the individual requests such access in writing, signed by the individual, and the request clear1y identifies the designated person and where the copy of the PHI should be sent.

The covered entity denies an individual access to their PHI without providing an opportunity to review for psychotherapy notes, information compiled in anticipation of legal proceedings or subject to or exempt from the Clinical Laboratory
Improvements Amendments of 1988; the covered entity is a correctional facility; the individual is involved in research in progress; the information is contained in
records subject to the Privacy Act; or the information was obtained from an entity
other than a health care provider on the promise of confidentiality.

Should a licensed health care professional determine that access would endanger the life or physical safety of, or otherwise cause substantial harm to, the individual or another person, access to the individuals PHI shall be denied.

The covered entity provides timely {30 days plus no more than a 30-day extension), written denial to an individual's request for access in plain language that addresses the basis for denial, a statement of the individual's rights for review of the denial {e.g., review of the denial by a licensed health care professional), and a description of procedures for complaints to the entity and the Secretary of Health and Human Services.

The organization:

1. Publishes rules and regulations governing how individuals may request access to records maintained in a Privacy Act system of records;
2. Publishes access procedures in System of Records Notices (SORNs); and
3. Adheres to Privacy Act requirements and OMB policies and guidance for
the proper processing of Privacy Act requests.
",N,,"
Organizational","
"
